en_a	Gen_b	Ortholog_Status	Species_with_Ortholog	Hormone	Duplicated_Ortholog
Solyc08g061480	SPI08g04459	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc08g062190	Capang01g002422	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc08g062190	Capana00g000314	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc08g062190	PGSC0003DMP400033991\tPGSC0003DMT400050361	Has Ortholog	Potato	Auxin	FALSE
Solyc08g062190	SLYcer08g04691	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc08g062190	Sopen08g017770	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc08g062190	SPI08g04591	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc08g066790	Capang01g003210;Capang01g003211;Capang01g003212	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc08g066790	Capang01g003210;Capang01g003211;Capang01g003212	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc08g066790	Capang01g003210;Capang01g003211;Capang01g003212	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc08g066790	Capana00g003955	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc08g066790	PGSC0003DMP400016959\tPGSC0003DMT400024831;PGSC0003DMP400016960\tPGSC0003DMT400024833;PGSC0003DMP400017437\tPGSC0003DMT400025589	Has Ortholog	Potato	Auxin	TRUE
Solyc08g066790	PGSC0003DMP400016959\tPGSC0003DMT400024831;PGSC0003DMP400016960\tPGSC0003DMT400024833;PGSC0003DMP400017437\tPGSC0003DMT400025589	Has Ortholog	Potato	Auxin	TRUE
Solyc08g066790	PGSC0003DMP400016959\tPGSC0003DMT400024831;PGSC0003DMP400016960\tPGSC0003DMT400024833;PGSC0003DMP400017437\tPGSC0003DMT400025589	Has Ortholog	Potato	Auxin	TRUE
Solyc08g066790	SLYcer08g05091	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc08g066790	Sopen08g020750;Sopen08g020760	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc08g066790	Sopen08g020750;Sopen08g020760	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc08g066790	SPI08g04982;SPI08g04984	Has Ortholog	S. pimp.	Auxin	TRUE
Solyc08g066790	SPI08g04982;SPI08g04984	Has Ortholog	S. pimp.	Auxin	TRUE
Solyc08g075450	SLYcer08g05763	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc08g075450	Sopen08g024080	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc08g075450	SPI08g05648	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc08g078850	Capang01g000493	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc08g078850	Capana01g000552	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc08g078850	PGSC0003DMP400008505\tPGSC0003DMT400012233	Has Ortholog	Potato	Auxin	FALSE
Solyc08g078850	SLYcer08g06118	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc08g078850	Sopen08g027320	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc08g078850	SPI08g06009	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc08g080130	Capang01g000326	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc08g080130	Capana01g000355	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc08g080130	PGSC0003DMP400039418\tPGSC0003DMT400058531;PGSC0003DMP400039419\tPGSC0003DMT400058532	Has Ortholog	Potato	Auxin	TRUE
Solyc08g080130	PGSC0003DMP400039418\tPGSC0003DMT400058531;PGSC0003DMP400039419\tPGSC0003DMT400058532	Has Ortholog	Potato	Auxin	TRUE
Solyc08g080130	SLYcer08g06233	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc08g080130	Sopen08g028490	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g005080	Capang09g000838	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g005080	Capana09g001153	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g005080	PGSC0003DMP400011110\tPGSC0003DMT400016034	Has Ortholog	Potato	Auxin	FALSE
Solyc09g005080	SLYcer09g00177	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g005080	Sopen09g001060	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g005080	SPI09g00068	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g008010	Capang09g001721	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g008010	Capana09g002212	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g008010	PGSC0003DMP400037355\tPGSC0003DMT400055494;PGSC0003DMP400037356\tPGSC0003DMT400055495;PGSC0003DMP400037357\tPGSC0003DMT400055496;PGSC0003DMP400037358\tPGSC0003DMT400055497	Has Ortholog	Potato	Auxin	TRUE
Solyc09g008010	PGSC0003DMP400037355\tPGSC0003DMT400055494;PGSC0003DMP400037356\tPGSC0003DMT400055495;PGSC0003DMP400037357\tPGSC0003DMT400055496;PGSC0003DMP400037358\tPGSC0003DMT400055497	Has Ortholog	Potato	Auxin	TRUE
Solyc09g008010	PGSC0003DMP400037355\tPGSC0003DMT400055494;PGSC0003DMP400037356\tPGSC0003DMT400055495;PGSC0003DMP400037357\tPGSC0003DMT400055496;PGSC0003DMP400037358\tPGSC0003DMT400055497	Has Ortholog	Potato	Auxin	TRUE
Solyc09g008010	PGSC0003DMP400037355\tPGSC0003DMT400055494;PGSC0003DMP400037356\tPGSC0003DMT400055495;PGSC0003DMP400037357\tPGSC0003DMT400055496;PGSC0003DMP400037358\tPGSC0003DMT400055497	Has Ortholog	Potato	Auxin	TRUE
Solyc09g008010	SLYcer09g00392	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g008010	Sopen09g002810	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g008010	SPI09g00300	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g010400	Capang09g001504	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g010400	Capana09g001960	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g010400	PGSC0003DMP400015710\tPGSC0003DMT400023064	Has Ortholog	Potato	Auxin	FALSE
Solyc09g010400	SLYcer09g00896	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g010400	Sopen09g005140	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g010400	SPI09g00805	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g011540	Capang09g001420	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g011540	Capana09g001860	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g011540	PGSC0003DMP400003865\tPGSC0003DMT400005532	Has Ortholog	Potato	Auxin	FALSE
Solyc09g011540	Sopen09g006310	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g011540	SPI09g00941	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g047910	PGSC0003DMP400050797\tPGSC0003DMT400075002	Has Ortholog	Potato	Auxin	FALSE
Solyc09g047910	SLYcer09g02212	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g047910	Sopen09g016020	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g047910	SPI09g02126	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g061310	Capang09g000850	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g061310	Capana09g001102	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g061310	PGSC0003DMP400030851\tPGSC0003DMT400045523	Has Ortholog	Potato	Auxin	FALSE
Solyc09g061310	SLYcer09g03311	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g061310	Sopen09g024070	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g061310	SPI09g03237	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g064430	Capang09g000774	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g064430	Capana09g001054	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g064430	PGSC0003DMP400015064\tPGSC0003DMT400022104	Has Ortholog	Potato	Auxin	FALSE
Solyc09g064430	SLYcer09g03557	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g064430	Sopen09g025560	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g064430	SPI09g03449	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g075440	Capang03g003566	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g075440	Capana03g003663	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g075440	PGSC0003DMP400055080\tPGSC0003DMT400081399;PGSC0003DMP400055081\tPGSC0003DMT400081400	Has Ortholog	Potato	Auxin	TRUE
Solyc09g075440	PGSC0003DMP400055080\tPGSC0003DMT400081399;PGSC0003DMP400055081\tPGSC0003DMT400081400	Has Ortholog	Potato	Auxin	TRUE
Solyc09g075440	SLYcer09g04392	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g075440	Sopen09g030220	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g075440	SPI09g04183	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g075460	Capang03g003568	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g075460	Capana03g003665	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g075460	PGSC0003DMP400055030\tPGSC0003DMT400081328	Has Ortholog	Potato	Auxin	FALSE
Solyc09g075460	Sopen09g030250	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g075820	Capang03g003626	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g075820	Capana03g003736	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g075820	PGSC0003DMP400055104\tPGSC0003DMT400081426	Has Ortholog	Potato	Auxin	FALSE
Solyc09g075820	SLYcer09g04425	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g075820	Sopen09g030630	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g075820	SPI09g04218	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g082980	Capang03g004411	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g082980	Capana03g004608	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g082980	PGSC0003DMP400010787\tPGSC0003DMT400015576	Has Ortholog	Potato	Auxin	FALSE
Solyc09g082980	SLYcer09g04812	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g082980	Sopen09g031850	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g082980	SPI09g04471	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g089610	Capang03g004341;Capang03g004342	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc09g089610	Capang03g004341;Capang03g004342	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc09g089610	Capana03g004531;Capana03g004532	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc09g089610	Capana03g004531;Capana03g004532	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc09g089610	PGSC0003DMP400030004\tPGSC0003DMT400044243;PGSC0003DMP400030005\tPGSC0003DMT400044244	Has Ortholog	Potato	Auxin	TRUE
Solyc09g089610	PGSC0003DMP400030004\tPGSC0003DMT400044243;PGSC0003DMP400030005\tPGSC0003DMT400044244	Has Ortholog	Potato	Auxin	TRUE
Solyc09g089610	SLYcer09g04894	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g089610	Sopen09g032550	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g089610	SPI09g04551	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g090120	Capana03g003829	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g090120	PGSC0003DMP400030102\tPGSC0003DMT400044366	Has Ortholog	Potato	Auxin	FALSE
Solyc09g090120	SLYcer09g04934	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g090120	Sopen09g033030	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g090120	SPI09g04597	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc09g092340	Capang03g003941	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc09g092340	Capana03g004087	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc09g092340	PGSC0003DMP400035784\tPGSC0003DMT400053073	Has Ortholog	Potato	Auxin	FALSE
Solyc09g092340	SLYcer09g05190	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc09g092340	Sopen09g035240	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc09g092340	SPI09g04861	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc10g005310	Capana10g000591	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc10g005310	PGSC0003DMP400019931\tPGSC0003DMT400029293	Has Ortholog	Potato	Auxin	FALSE
Solyc10g005310	SLYcer10g00254	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc10g005310	Sopen10g001300	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc10g005310	SPI10g00129	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc10g007440	SLYcer10g00485	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc10g007440	Sopen10g003390	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc10g008320	PGSC0003DMP400023264\tPGSC0003DMT400034193	Has Ortholog	Potato	Auxin	FALSE
Solyc10g008320	SLYcer10g00579	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc10g008320	Sopen10g004180	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc10g008320	SPI10g00440	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc10g012080	PGSC0003DMP400033726\tPGSC0003DMT400049953	Has Ortholog	Potato	Auxin	FALSE
Solyc10g012080	SLYcer10g00791	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc10g012080	Sopen10g005820	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc10g012080	SPI10g00664	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc10g044780	Capang10g000778	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc10g044780	Capana10g001039	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc10g044780	PGSC0003DMP400013252\tPGSC0003DMT400019338	Has Ortholog	Potato	Auxin	FALSE
Solyc10g044780	SLYcer10g03168	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc10g044780	Sopen10g013470	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc10g044780	SPI10g01476	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc10g055200	Capang12g001840;Capang12g001841	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc10g055200	Capang12g001840;Capang12g001841	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc10g055200	Capana12g002148;Capana12g002149	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc10g055200	Capana12g002148;Capana12g002149	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc10g055200	PGSC0003DMP400038002\tPGSC0003DMT400056481;PGSC0003DMP400038003\tPGSC0003DMT400056482	Has Ortholog	Potato	Auxin	TRUE
Solyc10g055200	PGSC0003DMP400038002\tPGSC0003DMT400056481;PGSC0003DMP400038003\tPGSC0003DMT400056482	Has Ortholog	Potato	Auxin	TRUE
Solyc10g055200	SLYcer10g04760	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc10g055200	Sopen10g025030	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc10g055200	SPI10g03256	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc10g083290	Capang10g001769	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc10g083290	Capana10g002008	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc10g083290	PGSC0003DMP400049114\tPGSC0003DMT400072608	Has Ortholog	Potato	Auxin	FALSE
Solyc10g083290	Sopen10g032770	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc10g083610	Capang10g001715	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc10g083610	Capana10g001950	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc10g083610	SLYcer10g05666	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc10g083610	Sopen10g033090	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc10g083610	SPI10g04195	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc10g084330	SPI10g04274	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc11g006180	Capang12g001812	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc11g006180	Capana12g002124	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc11g006180	PGSC0003DMP400049985\tPGSC0003DMT400073847	Has Ortholog	Potato	Auxin	FALSE
Solyc11g006180	SLYcer11g00212	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc11g006180	Sopen11g002110	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc11g006180	SPI11g00364	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc11g007940	Capang12g002077	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc11g007940	Capana12g002410	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc11g007940	PGSC0003DMP400047529\tPGSC0003DMT400070305;PGSC0003DMP400047530\tPGSC0003DMT400070306	Has Ortholog	Potato	Auxin	TRUE
Solyc11g007940	PGSC0003DMP400047529\tPGSC0003DMT400070305;PGSC0003DMP400047530\tPGSC0003DMT400070306	Has Ortholog	Potato	Auxin	TRUE
Solyc11g007940	SLYcer11g00402	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc11g007940	Sopen11g003810	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc11g007940	SPI11g00548	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc11g068700	NA	No Ortholog	None	Auxin	FALSE
Solyc11g068710	Capang11g000313	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc11g068710	Capana11g000342	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc11g068710	PGSC0003DMP400045733\tPGSC0003DMT400067738	Has Ortholog	Potato	Auxin	FALSE
Solyc11g068710	SLYcer11g03835	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc11g068710	Sopen11g027420	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc11g068710	SPI11g03898	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc11g071840	SLYcer11g04083	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc11g071840	Sopen11g029510	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc11g071840	SPI11g04149	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc11g072690	Capang11g000623	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc11g072690	Capana11g000619	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc11g072690	PGSC0003DMP400043997\tPGSC0003DMT400065253	Has Ortholog	Potato	Auxin	FALSE
Solyc11g072690	SLYcer11g04175	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc11g072690	Sopen11g030360	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc11g072690	SPI11g04247	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g006380	Capana09g000437;Capana09g000454	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc12g006380	Capana09g000437;Capana09g000454	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc12g006380	PGSC0003DMP400050181\tPGSC0003DMT400074120	Has Ortholog	Potato	Auxin	FALSE
Solyc12g006380	SLYcer12g00257	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g006380	Sopen12g002330	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g006380	SPI12g00291	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g008490	Capang09g000226	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc12g008490	Capana09g000233	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc12g008490	PGSC0003DMP400000590\tPGSC0003DMT400000798;PGSC0003DMP400000591\tPGSC0003DMT400000799	Has Ortholog	Potato	Auxin	TRUE
Solyc12g008490	PGSC0003DMP400000590\tPGSC0003DMT400000798;PGSC0003DMP400000591\tPGSC0003DMT400000799	Has Ortholog	Potato	Auxin	TRUE
Solyc12g008490	SLYcer12g00390	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g008490	Sopen12g003440	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g008490	SPI12g00421	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g009260	Capang09g000136	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc12g009260	Capana09g000140	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc12g009260	PGSC0003DMP400005274\tPGSC0003DMT400007585;PGSC0003DMP400005275\tPGSC0003DMT400007586	Has Ortholog	Potato	Auxin	TRUE
Solyc12g009260	PGSC0003DMP400005274\tPGSC0003DMT400007585;PGSC0003DMP400005275\tPGSC0003DMT400007586	Has Ortholog	Potato	Auxin	TRUE
Solyc12g009260	SLYcer12g00485	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g009260	SPI12g00513	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g015820	NA	No Ortholog	None	Auxin	FALSE
Solyc12g015910	Capang00g005254;Capang12g002481	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc12g015910	Capang00g005254;Capang12g002481	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc12g015910	PGSC0003DMP400051930\tPGSC0003DMT400076648	Has Ortholog	Potato	Auxin	FALSE
Solyc12g015910	Sopen02g026450	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g015910	SPI12g00981;SPI12g01000	Has Ortholog	S. pimp.	Auxin	TRUE
Solyc12g015910	SPI12g00981;SPI12g01000	Has Ortholog	S. pimp.	Auxin	TRUE
Solyc12g040680	Capang00g001448	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc12g040680	Capana12g001601	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc12g040680	PGSC0003DMP400004339\tPGSC0003DMT400006281	Has Ortholog	Potato	Auxin	FALSE
Solyc12g040680	SLYcer12g03831	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g040680	Sopen12g020260	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g040680	SPI12g03777	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g044440	SLYcer12g04171	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g044440	Sopen12g022760	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g044440	SPI12g04109	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g044940	PGSC0003DMP400056136\tPGSC0003DMT400083885	Has Ortholog	Potato	Auxin	FALSE
Solyc12g044940	SLYcer12g04253	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g044940	Sopen12g023300	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g044940	SPI12g04191	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g045030	Capana12g000797	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc12g045030	PGSC0003DMP400024795\tPGSC0003DMT400036569	Has Ortholog	Potato	Auxin	FALSE
Solyc12g045030	SLYcer12g04263	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g045030	Sopen12g023390	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g045030	SPI12g04205	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g056220	Capang08g001288;Capang10g002159	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc12g056220	Capang08g001288;Capang10g002159	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc12g056220	Capana01g000250;Capana01g004456;Capana12g001128	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc12g056220	Capana01g000250;Capana01g004456;Capana12g001128	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc12g056220	Capana01g000250;Capana01g004456;Capana12g001128	Has Ortholog	Dom. pepper	Auxin	TRUE
Solyc12g056220	PGSC0003DMP400008878\tPGSC0003DMT400012780;PGSC0003DMP400010252\tPGSC0003DMT400014809;PGSC0003DMP400021836\tPGSC0003DMT400032134	Has Ortholog	Potato	Auxin	TRUE
Solyc12g056220	PGSC0003DMP400008878\tPGSC0003DMT400012780;PGSC0003DMP400010252\tPGSC0003DMT400014809;PGSC0003DMP400021836\tPGSC0003DMT400032134	Has Ortholog	Potato	Auxin	TRUE
Solyc12g056220	PGSC0003DMP400008878\tPGSC0003DMT400012780;PGSC0003DMP400010252\tPGSC0003DMT400014809;PGSC0003DMP400021836\tPGSC0003DMT400032134	Has Ortholog	Potato	Auxin	TRUE
Solyc12g056220	SLYcer08g00527;SLYcer08g06332;SLYcer12g04458	Has Ortholog	Tomato cherry	Auxin	TRUE
Solyc12g056220	SLYcer08g00527;SLYcer08g06332;SLYcer12g04458	Has Ortholog	Tomato cherry	Auxin	TRUE
Solyc12g056220	SLYcer08g00527;SLYcer08g06332;SLYcer12g04458	Has Ortholog	Tomato cherry	Auxin	TRUE
Solyc12g056220	Sopen08g003930;Sopen08g029490;Sopen12g028730	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc12g056220	Sopen08g003930;Sopen08g029490;Sopen12g028730	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc12g056220	Sopen08g003930;Sopen08g029490;Sopen12g028730	Has Ortholog	S. pennellii	Auxin	TRUE
Solyc12g056220	SPI08g00500;SPI08g06241;SPI12g04416	Has Ortholog	S. pimp.	Auxin	TRUE
Solyc12g056220	SPI08g00500;SPI08g06241;SPI12g04416	Has Ortholog	S. pimp.	Auxin	TRUE
Solyc12g056220	SPI08g00500;SPI08g06241;SPI12g04416	Has Ortholog	S. pimp.	Auxin	TRUE
Solyc12g063000	NA	No Ortholog	None	Auxin	FALSE
Solyc12g088370	PGSC0003DMP400020497\tPGSC0003DMT400030164	Has Ortholog	Potato	Auxin	FALSE
Solyc12g088370	SLYcer12g04661	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g088370	Sopen12g030350	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g088370	SPI12g04618	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g095910	Capang12g000418	Has Ortholog	Wild pepper	Auxin	FALSE
Solyc12g095910	Capana12g000506	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc12g095910	PGSC0003DMP400051182\tPGSC0003DMT400075572	Has Ortholog	Potato	Auxin	FALSE
Solyc12g095910	SLYcer12g04854	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g095910	Sopen12g031810	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g095910	SPI12g04812	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc12g098980	Capang05g001793;Capang12g000167	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc12g098980	Capang05g001793;Capang12g000167	Has Ortholog	Wild pepper	Auxin	TRUE
Solyc12g098980	Capana12g000192	Has Ortholog	Dom. pepper	Auxin	FALSE
Solyc12g098980	PGSC0003DMP400008302\tPGSC0003DMT400011941	Has Ortholog	Potato	Auxin	FALSE
Solyc12g098980	SLYcer12g05099	Has Ortholog	Tomato cherry	Auxin	FALSE
Solyc12g098980	Sopen12g033720	Has Ortholog	S. pennellii	Auxin	FALSE
Solyc12g098980	SPI12g05051	Has Ortholog	S. pimp.	Auxin	FALSE
Solyc01g005760	SLYcer01g00226	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc01g005760	Sopen01g001720	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc01g006510	Capang01g001360	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc01g006510	Capana01g001582	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc01g006510	PGSC0003DMP400055323\tPGSC0003DMT400081907	Has Ortholog	Potato	Ethylene	FALSE
